sale_id,store_id,product_id,customer_id,quantity,price,discount,sale_date
3599,13,99,C1869,4,164,15,2023-08-25 14:24:12
3600,12,70,C684,1,422,0,2023-03-31 22:50:52
3601,6,59,C73,4,286,20,2023-03-29 18:08:37
3602,9,54,C956,5,422,20,2022-03-16 21:58:32
3603,9,9,C1590,1,180,10,2023-01-17 02:16:55
3604,2,69,C360,3,259,20,2022-04-25 18:18:48
3605,2,5,C1324,1,426,10,2022-12-15 12:49:40
3606,14,49,C1645,4,461,10,2023-11-01 22:52:13
3607,6,14,C1006,5,163,15,2021-10-23 20:40:43
3608,9,1,C47,2,39,0,2022-06-21 22:35:38
3609,9,74,C278,3,192,10,2021-08-05 22:24:38
3610,15,12,C1161,4,245,15,2021-08-20 04:51:50
3611,15,53,C1500,5,356,10,2022-06-01 14:45:38
3612,10,85,C120,4,412,20,2021-04-28 23:07:09
3613,13,3,C864,2,74,15,2022-08-31 18:31:43
3614,12,89,C1863,5,72,20,2023-04-20 10:19:40
3615,2,16,C1372,4,259,20,2022-05-14 08:48:59
3616,3,33,C1703,2,39,10,2022-03-23 00:10:19
3617,1,49,C1452,4,39,0,2021-09-11 19:05:23
3618,1,97,C156,1,272,0,2021-02-26 16:13:59
3619,15,88,C1298,5,461,5,2021-03-11 10:42:26
3620,13,84,C1384,3,253,5,2023-09-22 05:15:02
3621,3,51,C1530,2,487,15,2021-08-08 22:50:37
3622,3,21,C1115,4,353,15,2023-07-15 10:01:31
3623,10,90,C326,4,344,0,2023-07-11 04:09:22
3624,2,32,C274,5,391,15,2023-03-29 04:26:41
3625,8,37,C965,2,192,5,2021-04-21 11:28:47
3626,7,17,C875,1,158,20,2021-01-12 05:11:39
3627,4,88,C578,2,310,10,2023-03-01 11:20:21
3628,9,45,C89,3,412,10,2023-02-15 22:40:35
3629,12,2,C1023,3,356,10,2022-01-17 11:24:48
3630,14,60,C1108,3,119,15,2021-04-11 06:10:45
3631,9,19,C1796,4,55,20,2023-10-18 11:02:40
3632,3,26,C211,2,38,20,2022-11-30 07:08:08
3633,4,17,C1109,2,72,10,2021-04-22 23:50:20
3634,15,67,C388,2,227,5,2021-11-30 19:43:04
3635,7,55,C1202,2,364,10,2022-10-27 05:31:22
3636,5,24,C437,2,406,0,2021-02-22 05:02:44
3637,7,96,C1084,5,74,20,2022-11-28 10:11:16
3638,7,82,C2,3,388,20,2022-05-01 06:31:17
3639,2,40,C948,2,300,0,2021-03-21 01:22:30
3640,4,49,C1046,2,222,5,2023-04-16 03:11:59
3641,8,6,C1792,5,149,0,2021-04-30 13:29:53
3642,11,60,C571,5,253,15,2023-06-13 07:11:03
3643,3,16,C658,3,176,5,2023-04-04 08:33:08
3644,3,28,C865,5,57,15,2021-03-24 04:31:35
3645,9,63,C1206,2,397,5,2021-07-05 13:52:28
3646,8,9,C360,5,122,5,2023-04-22 13:08:37
3647,9,7,C1248,2,259,15,2022-04-27 16:16:06
3648,8,97,C1217,5,406,20,2021-02-08 20:02:24
3649,9,71,C1138,5,38,15,2023-10-06 03:08:48
3650,8,44,C564,1,493,20,2022-09-18 22:49:47
3651,14,89,C1391,1,477,20,2022-05-07 02:40:30
3652,5,77,C31,2,384,10,2023-07-08 04:47:24
3653,15,100,C862,3,401,20,2023-05-02 16:00:46
3654,4,16,C249,4,318,0,2022-03-17 15:56:14
3655,6,51,C877,1,222,10,2023-10-03 14:13:56
3656,5,41,C43,1,240,10,2021-10-08 12:16:15
3657,14,50,C1700,3,344,5,2021-09-28 21:30:52
3658,13,54,C553,2,364,15,2021-04-04 05:50:42
3659,7,92,C278,5,55,0,2021-08-28 19:43:32
3660,12,85,C180,5,106,15,2023-04-04 09:47:37
3661,6,47,C242,2,245,15,2022-08-25 07:12:10
3662,12,40,C1869,5,176,15,2021-08-30 14:43:10
3663,14,20,C657,5,149,0,2023-01-28 17:53:56
3664,3,50,C82,5,159,0,2022-11-25 11:00:15
3665,1,49,C690,3,401,20,2022-09-24 10:17:18
3666,11,45,C416,5,396,5,2023-10-04 20:50:55
3667,3,45,C520,3,240,10,2022-12-08 05:14:23
3668,12,38,C1824,3,109,10,2022-01-04 04:27:42
3669,11,81,C1518,1,396,20,2021-06-20 14:29:44
3670,15,46,C20,1,245,5,2022-10-05 20:00:13
3671,6,85,C1321,4,159,20,2022-07-20 18:42:42
3672,14,41,C719,4,74,0,2023-10-16 19:06:35
3673,10,60,C581,1,38,15,2021-01-09 14:05:11
3674,2,54,C1007,2,308,5,2023-03-25 07:02:35
3675,7,49,C1795,3,450,0,2022-10-25 19:16:58
3676,5,22,C109,2,397,15,2022-01-02 09:02:23
3677,13,90,C574,4,253,10,2023-05-27 16:00:58
3678,15,83,C1933,5,391,10,2021-05-31 23:50:39
3679,5,9,C1986,1,217,10,2022-02-13 16:15:43
3680,7,60,C1880,3,358,10,2022-01-16 11:05:02
3681,5,86,C844,4,39,10,2022-09-29 00:00:58
3682,8,53,C1224,2,356,0,2022-06-24 18:49:26
3683,1,69,C1090,4,475,0,2022-11-20 08:41:20
3684,14,32,C277,4,426,5,2023-06-21 12:45:48
3685,1,80,C1912,3,153,5,2022-12-13 00:54:05
3686,15,60,C718,5,461,10,2022-05-17 18:36:57
3687,11,79,C1031,5,335,5,2023-06-02 11:31:30
3688,9,75,C1548,1,122,0,2022-01-08 13:09:23
3689,14,25,C145,3,388,0,2021-04-07 00:08:05
3690,5,52,C1602,5,259,20,2022-11-17 07:43:19
3691,4,75,C1258,1,306,5,2022-08-08 13:49:25
3692,6,49,C1284,4,305,0,2023-08-31 02:32:08
3693,6,12,C1998,3,227,20,2022-05-06 22:52:32
3694,14,1,C253,1,466,15,2023-07-30 07:32:32
3695,12,10,C844,5,240,10,2021-08-15 21:54:45
3696,15,64,C1265,1,477,20,2023-03-02 05:57:06
3697,4,23,C1452,5,152,20,2023-01-16 02:41:35
3698,13,7,C7,5,116,0,2022-08-10 07:54:55
3699,15,41,C161,4,152,0,2022-05-05 12:36:40
3700,11,92,C1378,3,63,15,2022-01-12 17:30:52
3701,5,48,C1213,3,57,0,2022-11-01 02:29:17
3702,13,34,C1921,5,109,15,2022-12-03 23:26:03
3703,2,56,C1741,3,106,10,2022-06-11 20:55:37
3704,6,64,C1092,1,493,10,2022-07-23 21:40:36
3705,4,86,C1751,4,401,0,2023-08-16 03:34:09
3706,6,54,C218,5,397,0,2023-01-05 00:39:04
3707,3,25,C1483,2,356,15,2021-10-09 08:50:27
3708,1,30,C164,2,245,15,2021-06-25 08:16:00
3709,13,28,C710,3,72,10,2022-06-30 21:20:31
3710,6,25,C1348,5,388,0,2021-04-28 04:16:30
3711,4,58,C799,1,190,15,2023-10-10 13:15:01
3712,3,51,C1818,4,187,15,2022-04-03 13:48:47
3713,11,17,C1872,5,392,10,2021-02-15 23:26:45
3714,6,72,C1942,5,31,15,2021-10-12 03:42:08
3715,10,30,C914,5,216,15,2021-03-30 14:57:00
3716,8,94,C935,3,119,20,2023-07-16 13:38:17
3717,14,62,C1349,3,38,10,2021-11-25 12:19:03
3718,8,63,C217,5,335,0,2021-06-14 01:00:56
3719,7,84,C935,5,159,0,2021-08-31 12:38:27
3720,15,95,C1273,3,190,15,2022-08-05 22:36:36
3721,10,68,C1003,2,74,0,2022-12-13 13:43:19
3722,8,66,C1053,1,322,5,2022-02-20 11:15:07
3723,13,59,C454,1,475,10,2023-01-20 23:03:15
3724,15,25,C685,1,477,5,2023-08-28 19:03:25
3725,11,29,C1299,1,306,15,2023-06-10 02:36:46
3726,2,81,C1361,5,22,20,2022-06-04 19:08:47
3727,3,82,C167,4,180,20,2022-10-17 18:14:53
3728,10,91,C752,3,153,5,2021-09-18 09:52:39
3729,14,23,C210,5,364,10,2023-02-23 07:20:22
3730,10,74,C1734,5,50,20,2021-07-21 14:09:00
3731,7,55,C743,2,310,0,2022-03-27 23:37:54
3732,8,44,C90,5,337,15,2023-01-14 11:32:29
3733,4,56,C1683,5,299,15,2021-06-29 16:46:50
3734,10,40,C784,3,325,0,2022-09-19 01:44:39
3735,15,31,C268,5,109,20,2021-10-13 13:42:48
3736,13,63,C1738,5,31,5,2021-01-07 10:23:46
3737,5,85,C1464,1,120,5,2021-04-16 10:14:42
3738,9,13,C1037,1,391,5,2021-08-07 20:20:12
3739,2,8,C544,2,119,0,2023-03-26 12:32:43
3740,10,67,C351,4,322,15,2022-03-24 22:27:58
3741,13,21,C1373,3,335,20,2022-03-04 16:04:52
3742,7,78,C1834,1,337,0,2022-06-27 02:14:40
3743,12,96,C219,1,356,15,2023-07-07 07:42:53
3744,4,81,C1248,2,72,10,2022-06-26 20:55:34
3745,11,4,C1562,3,138,20,2021-11-26 08:19:06
3746,12,77,C1298,1,163,15,2021-04-16 15:51:18
3747,7,22,C910,3,109,0,2021-06-24 04:05:03
3748,8,2,C618,3,149,10,2021-09-30 04:33:31
3749,3,68,C1487,5,163,0,2022-04-12 04:28:26
3750,3,58,C1187,2,437,5,2021-12-14 05:44:51
3751,1,20,C91,1,305,10,2023-02-25 06:43:23
3752,13,7,C488,5,353,15,2023-08-25 20:45:16
3753,6,31,C1761,3,157,10,2022-01-14 00:33:00
3754,5,7,C839,1,63,15,2023-06-21 07:32:52
3755,1,43,C1718,2,403,5,2023-03-22 04:28:36
3756,11,24,C1243,5,62,20,2022-01-26 02:35:25
3757,6,41,C308,5,466,0,2023-03-13 18:04:56
3758,11,29,C36,4,461,20,2021-11-28 08:51:43
3759,6,67,C1398,1,286,20,2021-10-31 16:25:25
3760,8,27,C1548,3,222,20,2021-04-16 12:08:11
3761,1,54,C535,1,62,10,2022-08-20 22:20:19
3762,2,72,C1488,5,57,20,2022-03-22 00:03:35
3763,11,32,C1554,5,426,5,2021-02-18 15:35:47
3764,9,87,C619,2,412,15,2021-05-27 14:17:34
3765,11,7,C1262,1,122,20,2021-06-15 01:48:53
3766,9,79,C389,4,318,10,2021-10-16 09:43:13
3767,11,23,C308,1,391,15,2023-02-14 14:10:32
3768,3,55,C481,3,344,10,2021-02-23 10:48:50
3769,11,72,C89,4,116,15,2021-05-20 07:56:01
3770,1,97,C1303,4,391,20,2023-11-13 00:07:10
3771,14,5,C607,4,152,0,2023-05-02 02:52:26
3772,14,19,C118,4,39,10,2021-12-11 06:50:09
3773,14,8,C1357,5,397,15,2021-08-15 12:06:51
3774,5,45,C1458,3,122,15,2023-06-13 21:13:25
3775,12,54,C1380,4,391,5,2021-06-20 10:16:30
3776,11,19,C1325,4,120,5,2022-02-17 03:56:54
3777,1,39,C635,2,216,15,2023-03-29 05:54:31
3778,1,51,C190,3,401,20,2023-04-30 22:45:50
3779,2,99,C258,1,50,10,2021-01-21 16:33:46
3780,13,44,C1638,5,31,10,2022-09-22 03:40:00
3781,15,77,C571,3,159,10,2021-04-11 23:10:59
3782,9,88,C961,5,305,15,2022-04-18 10:56:12
3783,10,33,C32,4,62,0,2022-11-01 04:50:40
3784,1,100,C1126,5,426,0,2022-07-14 20:39:40
3785,1,94,C209,1,149,5,2022-04-08 23:20:55
3786,9,47,C202,1,396,20,2022-08-14 13:48:36
3787,14,72,C157,4,392,15,2021-04-01 06:58:07
3788,8,63,C627,1,412,20,2021-11-21 19:29:42
3789,5,31,C1342,4,53,20,2021-07-14 13:28:44
3790,7,54,C1204,2,39,0,2022-01-12 14:51:58
3791,6,79,C1597,1,240,10,2023-09-09 14:25:59
3792,13,46,C713,2,426,10,2023-07-29 09:48:34
3793,15,66,C59,1,53,5,2023-09-08 20:26:48
3794,7,51,C1687,5,60,10,2022-12-26 09:09:43
3795,12,24,C1333,2,149,20,2023-06-16 19:42:41
3796,10,26,C467,3,136,15,2023-10-30 01:10:08
3797,5,72,C232,1,299,20,2021-11-28 20:28:56
3798,4,70,C796,3,384,10,2021-11-18 15:47:44
3799,11,81,C1096,5,159,20,2022-04-09 02:26:24
3800,12,61,C1986,5,426,10,2021-06-17 05:13:01
3801,15,87,C1233,1,216,15,2022-10-31 09:09:15
3802,11,1,C1849,3,388,10,2021-02-20 01:40:25
3803,10,56,C1846,3,39,5,2022-10-26 22:12:47
3804,12,73,C1076,3,406,10,2023-03-09 21:28:03
3805,6,78,C481,1,159,15,2023-05-04 07:09:27
3806,5,49,C968,5,497,20,2021-11-06 12:41:40
3807,10,38,C876,2,216,0,2023-05-11 06:56:27
3808,6,13,C1912,2,401,15,2023-05-09 03:18:31
3809,12,11,C118,1,299,5,2023-07-16 02:04:11
3810,12,89,C1761,2,22,20,2022-01-14 16:10:47
3811,2,50,C564,4,471,5,2021-06-28 00:19:55
3812,12,99,C1778,3,392,15,2022-02-21 00:02:29
3813,2,77,C246,4,477,5,2021-08-18 12:43:22
3814,8,97,C1570,3,461,0,2021-02-26 18:18:01
3815,4,31,C1011,3,253,10,2022-04-11 22:00:24
3816,6,52,C1678,4,53,10,2023-09-30 16:44:01
3817,2,11,C1064,4,149,20,2021-11-20 11:43:32
3818,9,47,C200,5,325,20,2021-09-15 17:52:51
3819,7,2,C1272,4,435,20,2023-06-11 12:35:59
3820,4,63,C457,3,461,15,2023-01-05 03:07:38
3821,11,26,C903,5,122,10,2022-10-31 08:48:36
3822,12,34,C1952,5,136,5,2021-01-04 08:23:28
3823,11,4,C628,5,22,20,2022-11-14 15:41:28
3824,6,47,C85,4,216,20,2023-04-14 04:50:20
3825,8,27,C624,3,358,10,2022-06-24 12:24:44
3826,4,39,C180,4,299,15,2022-09-11 13:36:28
3827,10,14,C701,2,227,5,2023-09-27 16:41:16
3828,15,19,C1343,4,250,5,2021-08-23 05:23:47
3829,3,49,C378,2,152,0,2023-03-14 00:44:45
3830,14,47,C996,5,109,20,2021-09-04 14:38:44
3831,15,45,C271,2,259,10,2021-03-14 12:10:31
3832,13,63,C1941,1,120,20,2022-07-04 12:46:39
3833,15,56,C328,2,39,10,2021-03-02 19:22:38
3834,10,82,C201,1,227,20,2023-03-12 09:11:34
3835,10,16,C928,4,384,10,2023-03-29 03:54:21
3836,2,46,C415,2,322,0,2022-09-23 09:18:14
3837,2,47,C1853,4,152,5,2023-01-14 08:00:24
3838,1,33,C825,5,74,0,2023-03-22 13:45:48
3839,11,92,C470,5,392,20,2022-03-14 11:21:00
3840,10,83,C424,5,222,0,2022-02-28 02:09:30
3841,11,41,C1556,5,192,5,2023-10-10 10:47:53
3842,15,50,C307,4,158,10,2022-04-10 09:18:30
3843,3,95,C1410,4,337,5,2023-06-21 15:23:37
3844,5,62,C98,2,471,20,2022-07-03 12:18:15
3845,4,53,C919,4,471,15,2021-10-13 00:29:28
3846,15,34,C324,3,240,10,2022-03-13 17:22:10
3847,5,62,C1515,2,21,10,2021-03-31 15:55:06
3848,8,50,C586,2,152,0,2022-09-06 03:55:42
3849,1,25,C369,5,163,5,2022-11-21 18:16:21
3850,14,71,C1419,2,122,15,2021-01-12 21:22:52
3851,4,60,C79,2,475,10,2021-11-17 18:57:14
3852,14,40,C1945,5,116,0,2021-02-19 17:38:05
3853,13,69,C783,5,55,10,2021-10-14 08:21:57
3854,4,66,C1142,1,240,10,2023-01-30 21:30:57
3855,9,29,C1678,4,159,5,2021-07-06 15:30:09
3856,14,66,C458,4,159,5,2022-08-21 23:18:11
3857,12,95,C896,2,384,20,2022-07-01 01:20:55
3858,4,24,C708,2,62,5,2021-06-10 10:46:54
3859,10,99,C450,4,477,20,2022-06-20 03:54:37
3860,7,14,C942,3,31,15,2021-09-19 09:36:36
3861,9,41,C1881,4,159,20,2023-07-26 12:46:43
3862,15,98,C1185,1,216,15,2023-01-04 09:30:45
3863,8,93,C1050,3,222,15,2023-02-23 00:39:48
3864,10,69,C972,2,22,20,2022-06-03 01:25:28
3865,1,90,C295,4,435,5,2022-07-11 04:15:26
3866,1,37,C313,4,497,10,2022-07-21 01:30:34
3867,7,95,C617,5,74,10,2021-10-26 17:24:14
3868,1,73,C22,5,401,0,2023-05-01 20:33:45
3869,1,27,C651,2,384,0,2023-07-15 22:16:12
3870,5,41,C1264,1,308,20,2022-09-19 02:19:34
3871,15,34,C1405,2,388,0,2021-05-12 22:20:13
3872,10,38,C815,5,412,10,2022-05-19 02:43:28
3873,7,72,C1204,4,384,5,2021-08-21 08:48:46
3874,14,15,C937,2,119,20,2023-05-24 18:25:12
3875,15,53,C485,3,22,20,2023-09-12 08:51:52
3876,7,34,C1866,3,159,5,2023-06-22 16:16:00
3877,9,26,C766,2,119,10,2021-04-09 19:47:47
3878,13,28,C1277,5,72,15,2021-02-03 16:34:06
3879,6,41,C969,2,216,5,2022-10-24 23:37:18
3880,2,57,C125,1,157,15,2023-10-08 18:34:55
3881,2,40,C1194,3,122,5,2023-04-22 07:48:24
3882,9,66,C1382,5,337,15,2023-01-24 18:03:25
3883,2,100,C1422,4,466,15,2022-08-10 09:47:46
3884,1,56,C1106,4,240,20,2021-08-12 06:10:55
3885,13,56,C17,3,305,15,2023-08-02 11:12:02
3886,4,38,C707,5,159,15,2021-09-15 07:59:19
3887,15,79,C244,1,475,10,2023-06-09 00:44:49
3888,4,63,C108,2,356,0,2022-07-23 12:35:03
3889,6,73,C57,2,21,0,2022-01-22 04:43:18
3890,6,65,C1040,4,38,10,2021-01-28 21:31:03
3891,3,74,C1076,5,322,15,2021-02-08 09:12:32
3892,2,19,C1812,1,240,0,2023-05-02 08:24:31
3893,2,92,C1623,5,466,15,2021-08-10 00:35:41
3894,12,15,C1037,5,409,20,2023-09-12 02:43:56
3895,7,60,C1169,1,392,10,2022-12-11 01:19:55
3896,3,41,C49,3,409,0,2021-08-20 23:22:53
3897,11,90,C699,5,116,15,2022-01-23 00:51:07
3898,4,69,C480,5,299,10,2021-03-12 09:00:03
3899,9,64,C969,2,180,0,2022-06-13 14:40:35
3900,2,17,C1689,1,240,15,2021-01-14 07:39:19
3901,7,34,C131,1,475,20,2021-12-10 16:46:41
3902,6,63,C1406,4,477,10,2023-10-09 09:49:19
3903,11,23,C455,4,176,10,2022-08-21 11:28:14
3904,14,66,C42,1,358,20,2023-05-01 01:26:02
3905,14,31,C1985,1,406,10,2022-02-04 12:16:02
3906,10,53,C1688,1,50,15,2022-06-25 20:58:19
3907,5,7,C42,5,286,15,2023-03-05 15:37:12
3908,2,75,C1119,5,391,5,2022-06-10 12:53:12
3909,15,69,C1775,3,450,0,2021-03-23 21:59:26
3910,6,17,C676,5,286,20,2022-03-21 08:01:14
3911,6,35,C237,1,138,0,2023-01-08 21:01:47
3912,4,14,C1406,1,157,0,2021-04-10 20:22:40
3913,5,91,C1755,2,487,0,2023-10-29 11:27:46
3914,4,100,C1316,1,159,10,2021-10-06 05:56:16
3915,2,45,C996,1,187,5,2023-01-11 04:10:35
3916,13,95,C369,4,253,10,2021-01-12 08:40:36
3917,1,69,C1537,1,388,20,2023-09-03 17:28:10
3918,8,45,C1437,3,487,0,2022-06-23 12:55:05
3919,3,67,C1542,4,310,10,2021-09-20 17:24:37
3920,6,100,C1690,4,120,10,2022-08-29 00:01:26
3921,6,89,C930,1,39,20,2023-09-20 01:42:00
3922,3,14,C1336,2,149,5,2023-04-11 03:08:13
3923,13,41,C1977,3,227,0,2023-02-28 06:04:39
3924,15,70,C327,1,318,10,2022-01-13 20:13:54
3925,11,89,C1087,1,120,0,2022-03-12 06:51:43
3926,9,57,C809,4,39,15,2021-10-19 04:10:36
3927,7,7,C1399,2,358,10,2022-05-23 21:45:52
3928,8,5,C216,2,461,15,2021-10-26 08:28:07
3929,1,84,C932,4,401,5,2022-06-11 05:30:07
3930,1,47,C1831,2,39,15,2021-10-16 22:00:49
3931,12,93,C828,4,310,10,2021-11-05 01:46:49
3932,3,26,C1594,4,369,15,2021-04-11 23:08:36
3933,15,24,C110,1,487,10,2021-11-11 13:04:24
3934,10,36,C1493,4,487,5,2022-12-27 16:55:43
3935,5,46,C888,4,412,0,2021-01-18 15:05:14
3936,5,90,C450,5,437,20,2023-04-15 00:14:36
3937,9,59,C1256,3,426,0,2022-01-11 20:43:10
3938,9,3,C1109,5,74,5,2023-10-17 19:35:49
3939,11,28,C395,3,55,10,2023-04-01 04:04:49
3940,14,64,C313,3,306,20,2021-11-26 23:58:13
3941,4,11,C735,1,164,10,2022-11-27 21:25:57
3942,7,78,C1090,1,38,20,2022-11-17 14:20:22
3943,4,100,C1734,4,497,10,2021-12-18 00:42:00
3944,8,20,C8,3,50,5,2023-10-09 17:29:56
3945,8,87,C537,2,109,0,2022-02-07 11:29:02
3946,5,95,C983,1,187,10,2023-05-01 06:31:03
3947,9,8,C28,4,487,10,2022-02-22 16:25:04
3948,2,76,C1343,3,157,15,2022-04-18 14:42:52
3949,8,97,C1407,2,497,15,2022-10-25 14:38:09
3950,11,30,C353,5,159,0,2023-08-01 12:33:51
3951,2,65,C1434,1,138,15,2021-06-20 17:41:57
3952,8,34,C705,3,120,5,2022-02-02 21:50:53
3953,5,40,C1598,2,157,0,2022-12-14 01:02:23
3954,15,24,C865,5,149,20,2023-04-22 14:47:57
3955,15,17,C1976,3,180,20,2021-03-17 17:41:03
3956,4,65,C1102,5,461,0,2023-05-20 13:38:28
3957,12,44,C1392,4,164,5,2021-10-19 03:31:04
3958,7,97,C1450,2,403,15,2021-12-11 06:44:08
3959,1,66,C355,3,39,5,2023-08-10 19:40:16
3960,3,96,C547,1,217,15,2023-05-20 12:31:57
3961,5,16,C1097,2,57,20,2022-06-30 12:42:29
3962,2,15,C1077,4,53,5,2022-12-01 13:12:59
3963,2,82,C126,3,138,20,2022-01-16 07:37:48
3964,4,90,C68,1,39,15,2021-12-16 15:03:19
3965,14,86,C925,2,308,5,2023-07-18 00:54:47
3966,1,47,C775,2,396,0,2022-03-04 16:16:55
3967,6,7,C828,2,153,10,2021-06-12 01:55:48
3968,10,2,C1082,3,426,20,2021-10-22 08:14:32
3969,14,21,C1981,4,286,20,2023-10-19 09:15:08
3970,12,59,C1750,2,401,15,2023-07-19 00:15:09
3971,14,89,C716,3,406,10,2022-10-24 06:27:44
3972,14,73,C1585,5,426,0,2022-06-03 08:49:56
3973,14,64,C1561,3,409,0,2022-05-19 23:01:48
3974,14,25,C1438,5,187,0,2021-10-09 22:10:59
3975,4,47,C865,4,487,10,2022-10-08 00:17:59
3976,3,59,C482,1,116,20,2022-06-19 03:29:02
3977,10,39,C553,1,305,5,2022-04-10 17:26:15
3978,4,49,C1718,3,163,20,2023-03-08 03:45:10
3979,4,87,C383,2,401,15,2021-01-06 20:45:53
3980,3,98,C1599,5,38,0,2021-02-05 20:18:05
3981,10,21,C304,5,388,15,2021-05-20 01:24:31
3982,13,64,C1190,4,109,0,2021-04-10 18:59:15
3983,15,63,C1841,2,322,5,2023-02-15 13:07:02
3984,3,28,C503,5,308,0,2021-03-30 04:55:02
3985,2,55,C49,5,250,5,2023-04-25 06:26:39
3986,14,52,C55,5,403,0,2021-04-26 20:09:07
3987,11,74,C1208,2,38,10,2021-12-03 00:39:52
3988,10,30,C1857,5,164,10,2023-02-24 06:52:35
3989,8,53,C1293,4,194,15,2023-04-02 17:33:13
3990,8,22,C1576,3,39,20,2023-08-30 18:25:50
3991,7,98,C605,4,406,0,2021-11-25 20:15:03
3992,4,39,C1957,1,487,10,2023-03-18 00:33:47
3993,9,73,C479,3,477,10,2021-09-30 23:50:47
3994,15,40,C1783,1,364,15,2021-09-25 14:10:02
3995,8,60,C755,3,364,20,2023-08-19 14:09:06
3996,12,47,C1382,5,74,0,2022-10-07 09:05:58
3997,11,100,C28,2,245,20,2022-05-11 09:08:41
3998,4,30,C304,4,406,15,2023-10-24 12:45:57
3999,2,73,C1144,4,392,0,2022-04-14 22:48:41
4000,10,34,C235,4,192,15,2022-05-15 18:36:18
4001,3,3,C1365,3,149,5,2022-07-10 18:19:08
4002,14,64,C1281,5,62,0,2023-04-10 05:54:17
4003,13,18,C992,2,437,10,2022-02-03 12:30:13
4004,2,78,C922,3,250,5,2021-08-19 10:34:45
4005,13,81,C1109,3,353,0,2021-05-10 01:16:09
4006,12,44,C1093,3,344,20,2022-08-24 17:52:09
4007,7,92,C714,5,39,0,2023-07-25 05:31:07
4008,14,6,C960,1,272,10,2023-01-26 04:38:46
4009,12,17,C1259,2,194,20,2021-05-29 05:43:20
4010,7,99,C1903,5,388,5,2021-09-26 05:46:12
4011,7,96,C759,1,106,0,2023-05-18 23:37:23
4012,7,40,C1692,2,158,20,2021-06-02 18:46:36
4013,8,8,C197,4,240,0,2021-11-11 19:04:00
4014,5,57,C526,2,409,10,2021-02-18 20:20:23
4015,6,31,C78,4,396,10,2022-06-25 18:00:15
4016,13,42,C178,2,466,5,2021-12-20 15:50:58
4017,7,10,C523,1,403,20,2023-03-30 11:51:36
4018,12,42,C720,5,409,5,2021-07-02 08:24:25
4019,4,77,C1655,5,406,10,2023-10-19 17:48:01
4020,13,92,C574,3,487,15,2023-10-08 16:57:24
4021,2,13,C842,4,163,5,2021-03-14 22:42:06
4022,6,93,C592,5,305,5,2022-03-08 01:47:25
4023,3,31,C290,5,222,5,2021-12-20 14:58:01
4024,2,88,C745,4,116,15,2023-04-30 05:01:25
4025,6,30,C1590,3,31,5,2022-12-31 02:02:54
4026,11,37,C1922,5,403,20,2023-09-24 22:21:47
4027,7,61,C528,5,31,5,2022-07-04 15:44:02
4028,3,94,C1586,1,153,5,2022-07-20 23:55:28
4029,6,51,C1960,3,159,5,2021-12-06 22:36:58
4030,4,52,C337,1,122,5,2021-08-27 18:14:45
4031,10,100,C237,4,250,0,2023-07-29 12:18:47
4032,4,13,C1389,1,109,0,2023-04-16 05:23:45
4033,1,46,C1759,3,406,0,2022-09-03 08:43:11
4034,3,6,C1011,5,435,15,2023-06-02 08:32:24
4035,1,2,C505,1,158,5,2023-02-06 07:05:30
4036,13,11,C1805,5,305,0,2023-01-01 08:20:57
4037,9,21,C1487,4,62,0,2021-07-22 21:58:08
4038,7,31,C670,1,119,5,2022-02-09 12:57:05
4039,7,90,C1621,4,159,15,2021-01-31 12:20:50
4040,9,27,C221,3,158,10,2021-01-29 21:46:33
4041,15,95,C599,1,475,15,2022-08-21 12:48:15
4042,3,33,C1021,3,401,10,2022-03-29 00:33:35
4043,14,69,C257,2,136,10,2022-06-03 15:37:30
4044,6,22,C1850,2,159,5,2022-06-02 08:14:50
4045,2,93,C941,1,497,15,2021-06-29 20:04:04
4046,14,4,C1559,5,392,10,2023-11-05 19:10:11
4047,14,9,C1804,3,38,20,2023-02-04 14:44:14
4048,6,87,C933,3,493,10,2022-08-27 03:36:51
4049,13,82,C1531,1,299,5,2022-11-29 07:16:48
4050,2,77,C1950,2,240,0,2022-06-16 04:27:10
4051,4,86,C223,4,272,0,2022-01-30 20:10:14
4052,6,25,C1838,2,157,15,2022-11-27 21:54:10
4053,11,73,C82,3,63,0,2021-09-17 09:16:29
4054,11,39,C762,4,217,15,2022-06-29 03:02:07
4055,7,99,C159,5,152,0,2023-08-11 13:30:03
4056,1,64,C48,5,240,10,2022-09-23 07:16:52
4057,4,41,C1118,2,122,10,2021-07-30 21:53:29
4058,9,98,C1684,1,384,20,2022-05-02 13:04:14
4059,7,49,C417,5,152,0,2023-05-18 07:13:31
4060,6,53,C142,2,259,0,2022-03-14 23:19:27
4061,1,64,C513,3,353,5,2023-04-29 19:07:33
4062,8,85,C1666,2,422,20,2023-04-18 16:29:58
4063,3,88,C1950,5,72,0,2022-05-06 23:05:02
4064,9,13,C1198,1,422,0,2023-01-15 09:21:13
4065,12,66,C964,2,136,5,2021-05-31 03:32:56
4066,10,12,C1955,5,217,20,2021-10-31 02:24:17
4067,9,57,C1083,4,194,10,2023-09-19 00:14:20
4068,9,36,C977,2,388,0,2022-08-11 12:13:05
4069,10,77,C674,3,72,20,2022-07-15 17:35:21
4070,9,9,C1141,4,353,15,2023-08-23 21:03:37
4071,8,88,C663,4,227,15,2023-07-10 13:54:52
