store_id,product_id,inventory_month,opening_stock,stock_added,stock_sold,closing_stock
2,9,2022-07-01,22,118,24,116
2,9,2022-08-01,116,116,147,85
2,9,2022-09-01,85,135,87,133
2,9,2022-10-01,133,29,95,67
2,9,2022-11-01,67,91,73,85
2,9,2022-12-01,85,4,83,6
2,9,2023-01-01,6,116,105,17
2,9,2023-02-01,17,114,25,106
2,9,2023-03-01,106,141,109,138
2,9,2023-04-01,138,55,117,76
2,9,2023-05-01,76,131,86,121
2,9,2023-06-01,121,209,76,254
2,9,2023-07-01,254,172,84,342
2,9,2023-08-01,342,189,246,285
2,9,2023-09-01,285,22,136,171
2,9,2023-10-01,171,281,191,261
2,9,2023-11-01,261,135,378,18
2,9,2023-12-01,18,51,62,7
2,10,2021-01-01,421,211,433,199
2,10,2021-02-01,199,269,238,230
2,10,2021-03-01,230,111,327,14
2,10,2021-04-01,14,38,9,43
2,10,2021-05-01,43,178,34,187
2,10,2021-06-01,187,114,161,140
2,10,2021-07-01,140,38,95,83
2,10,2021-08-01,83,167,87,163
2,10,2021-09-01,163,189,175,177
2,10,2021-10-01,177,83,125,135
2,10,2021-11-01,135,162,109,188
2,10,2021-12-01,188,261,118,331
2,10,2022-01-01,331,157,134,354
2,10,2022-02-01,354,98,279,173
2,10,2022-03-01,173,71,134,110
2,10,2022-04-01,110,139,112,137
2,10,2022-05-01,137,69,86,120
2,10,2022-06-01,120,75,158,37
2,10,2022-07-01,37,89,42,84
2,10,2022-08-01,84,87,51,120
2,10,2022-09-01,120,237,47,310
2,10,2022-10-01,310,2,201,111
2,10,2022-11-01,111,193,72,232
2,10,2022-12-01,232,143,58,317
2,10,2023-01-01,317,263,426,154
2,10,2023-02-01,154,106,80,180
2,10,2023-03-01,180,187,130,237
2,10,2023-04-01,237,208,189,256
2,10,2023-05-01,256,237,10,483
2,10,2023-06-01,483,222,375,330
2,10,2023-07-01,330,67,356,41
2,10,2023-08-01,41,185,193,33
2,10,2023-09-01,33,135,46,122
2,10,2023-10-01,122,7,83,46
2,10,2023-11-01,46,2,5,43
2,10,2023-12-01,43,229,255,17
2,11,2021-01-01,149,208,132,225
2,11,2021-02-01,225,17,119,123
2,11,2021-03-01,123,264,289,98
2,11,2021-04-01,98,37,13,122
2,11,2021-05-01,122,30,36,116
2,11,2021-06-01,116,216,212,120
2,11,2021-07-01,120,70,139,51
2,11,2021-08-01,51,187,39,199
2,11,2021-09-01,199,198,93,304
2,11,2021-10-01,304,194,476,22
2,11,2021-11-01,22,232,198,56
2,11,2021-12-01,56,133,130,59
2,11,2022-01-01,59,185,107,137
2,11,2022-02-01,137,82,164,55
2,11,2022-03-01,55,74,75,54
2,11,2022-04-01,54,65,102,17
2,11,2022-05-01,17,181,66,132
2,11,2022-06-01,132,36,136,32
2,11,2022-07-01,32,228,54,206
2,11,2022-08-01,206,218,298,126
2,11,2022-09-01,126,139,235,30
2,11,2022-10-01,30,160,119,71
2,11,2022-11-01,71,23,86,8
2,11,2022-12-01,8,157,78,87
2,11,2023-01-01,87,188,252,23
2,11,2023-02-01,23,92,46,69
2,11,2023-03-01,69,286,297,58
2,11,2023-04-01,58,34,77,15
2,11,2023-05-01,15,10,14,11
2,11,2023-06-01,11,255,215,51
2,11,2023-07-01,51,149,80,120
2,11,2023-08-01,120,71,74,117
2,11,2023-09-01,117,217,289,45
2,11,2023-10-01,45,62,61,46
2,11,2023-11-01,46,207,86,167
2,11,2023-12-01,167,55,60,162
2,12,2021-01-01,389,37,55,371
2,12,2021-02-01,371,177,55,493
2,12,2021-03-01,493,134,105,522
2,12,2021-04-01,522,124,417,229
2,12,2021-05-01,229,131,185,175
2,12,2021-06-01,175,221,356,40
2,12,2021-07-01,40,289,301,28
2,12,2021-08-01,28,46,64,10
2,12,2021-09-01,10,216,149,77
2,12,2021-10-01,77,24,55,46
2,12,2021-11-01,46,154,165,35
2,12,2021-12-01,35,161,12,184
2,12,2022-01-01,184,288,108,364
2,12,2022-02-01,364,79,303,140
2,12,2022-03-01,140,41,109,72
2,12,2022-04-01,72,152,87,137
2,12,2022-05-01,137,55,57,135
2,12,2022-06-01,135,190,202,123
2,12,2022-07-01,123,19,140,2
2,12,2022-08-01,2,36,12,26
2,12,2022-09-01,26,68,7,87
2,12,2022-10-01,87,89,166,10
2,12,2022-11-01,10,226,216,20
2,12,2022-12-01,20,69,34,55
2,12,2023-01-01,55,256,128,183
2,12,2023-02-01,183,88,251,20
2,12,2023-03-01,20,119,43,96
2,12,2023-04-01,96,248,97,247
2,12,2023-05-01,247,276,23,500
2,12,2023-06-01,500,44,77,467
2,12,2023-07-01,467,248,528,187
2,12,2023-08-01,187,64,79,172
2,12,2023-09-01,172,82,231,23
2,12,2023-10-01,23,156,129,50
2,12,2023-11-01,50,94,121,23
2,12,2023-12-01,23,129,126,26
2,13,2021-01-01,400,245,156,489
2,13,2021-02-01,489,4,159,334
2,13,2021-03-01,334,257,151,440
2,13,2021-04-01,440,100,395,145
2,13,2021-05-01,145,230,247,128
2,13,2021-06-01,128,259,138,249
2,13,2021-07-01,249,151,218,182
2,13,2021-08-01,182,244,418,8
2,13,2021-09-01,8,297,90,215
2,13,2021-10-01,215,2,22,195
2,13,2021-11-01,195,6,59,142
2,13,2021-12-01,142,274,282,134
2,13,2022-01-01,134,57,178,13
2,13,2022-02-01,13,200,159,54
2,13,2022-03-01,54,47,38,63
2,13,2022-04-01,63,150,130,83
2,13,2022-05-01,83,146,185,44
2,13,2022-06-01,44,4,45,3
2,13,2022-07-01,3,91,91,3
2,13,2022-08-01,3,122,38,87
2,13,2022-09-01,87,14,58,43
2,13,2022-10-01,43,212,84,171
2,13,2022-11-01,171,61,119,113
2,13,2022-12-01,113,152,76,189
2,13,2023-01-01,189,230,343,76
2,13,2023-02-01,76,261,277,60
2,13,2023-03-01,60,25,50,35
2,13,2023-04-01,35,229,120,144
2,13,2023-05-01,144,273,378,39
2,13,2023-06-01,39,102,47,94
2,13,2023-07-01,94,57,109,42
2,13,2023-08-01,42,242,122,162
2,13,2023-09-01,162,76,180,58
2,13,2023-10-01,58,35,37,56
2,13,2023-11-01,56,16,37,35
2,13,2023-12-01,35,273,267,41
2,14,2021-01-01,468,24,201,291
2,14,2021-02-01,291,240,472,59
2,14,2021-03-01,59,192,185,66
2,14,2021-04-01,66,17,41,42
2,14,2021-05-01,42,40,4,78
2,14,2021-06-01,78,10,87,1
2,14,2021-07-01,1,272,130,143
2,14,2021-08-01,143,144,50,237
2,14,2021-09-01,237,202,411,28
2,14,2021-10-01,28,231,254,5
2,14,2021-11-01,5,206,24,187
2,14,2021-12-01,187,31,156,62
2,14,2022-01-01,62,116,127,51
2,14,2022-02-01,51,22,47,26
2,14,2022-03-01,26,165,176,15
2,14,2022-04-01,15,190,174,31
2,14,2022-05-01,31,210,219,22
2,14,2022-06-01,22,28,39,11
2,14,2022-07-01,11,136,106,41
2,14,2022-08-01,41,8,35,14
2,14,2022-09-01,14,110,67,57
2,14,2022-10-01,57,229,129,157
2,14,2022-11-01,157,202,100,259
2,14,2022-12-01,259,115,177,197
2,14,2023-01-01,197,284,174,307
2,14,2023-02-01,307,2,113,196
2,14,2023-03-01,196,274,357,113
2,14,2023-04-01,113,126,140,99
2,14,2023-05-01,99,217,108,208
2,14,2023-06-01,208,55,37,226
2,14,2023-07-01,226,245,22,449
2,14,2023-08-01,449,60,210,299
2,14,2023-09-01,299,211,190,320
2,14,2023-10-01,320,197,29,488
2,14,2023-11-01,488,275,125,638
2,14,2023-12-01,638,261,347,552
2,15,2021-01-01,139,205,248,96
2,15,2021-02-01,96,125,133,88
2,15,2021-03-01,88,132,6,214
2,15,2021-04-01,214,181,83,312
2,15,2021-05-01,312,205,418,99
2,15,2021-06-01,99,21,79,41
2,15,2021-07-01,41,93,99,35
2,15,2021-08-01,35,152,114,73
2,15,2021-09-01,73,66,3,136
2,15,2021-10-01,136,167,137,166
2,15,2021-11-01,166,38,19,185
2,15,2021-12-01,185,224,127,282
2,15,2022-01-01,282,84,77,289
2,15,2022-02-01,289,117,375,31
2,15,2022-03-01,31,249,192,88
2,15,2022-04-01,88,280,292,76
2,15,2022-05-01,76,265,259,82
2,15,2022-06-01,82,180,8,254
2,15,2022-07-01,254,284,420,118
2,15,2022-08-01,118,185,10,293
2,15,2022-09-01,293,180,428,45
2,15,2022-10-01,45,134,155,24
2,15,2022-11-01,24,101,21,104
2,15,2022-12-01,104,92,10,186
2,15,2023-01-01,186,197,371,12
2,15,2023-02-01,12,227,179,60
2,15,2023-03-01,60,196,135,121
2,15,2023-04-01,121,33,37,117
2,15,2023-05-01,117,1,73,45
2,15,2023-06-01,45,101,8,138
2,15,2023-07-01,138,280,345,73
2,15,2023-08-01,73,233,217,89
2,15,2023-09-01,89,43,45,87
2,15,2023-10-01,87,187,127,147
2,15,2023-11-01,147,154,218,83
2,15,2023-12-01,83,146,137,92
2,16,2021-01-01,339,277,328,288
2,16,2021-02-01,288,245,339,194
2,16,2021-03-01,194,298,202,290
2,16,2021-04-01,290,192,237,245
2,16,2021-05-01,245,225,57,413
2,16,2021-06-01,413,59,403,69
2,16,2021-07-01,69,167,136,100
2,16,2021-08-01,100,130,40,190
2,16,2021-09-01,190,271,312,149
2,16,2021-10-01,149,251,108,292
2,16,2021-11-01,292,143,272,163
2,16,2021-12-01,163,290,114,339
2,16,2022-01-01,339,54,259,134
2,16,2022-02-01,134,287,306,115
2,16,2022-03-01,115,1,27,89
2,16,2022-04-01,89,62,18,133
2,16,2022-05-01,133,122,72,183
2,16,2022-06-01,183,21,161,43
2,16,2022-07-01,43,245,18,270
2,16,2022-08-01,270,189,79,380
2,16,2022-09-01,380,5,331,54
2,16,2022-10-01,54,239,169,124
2,16,2022-11-01,124,189,42,271
2,16,2022-12-01,271,2,218,55
2,16,2023-01-01,55,7,17,45
2,16,2023-02-01,45,226,152,119
2,16,2023-03-01,119,26,32,113
2,16,2023-04-01,113,47,44,116
2,16,2023-05-01,116,34,13,137
2,16,2023-06-01,137,54,162,29
2,16,2023-07-01,29,225,34,220
2,16,2023-08-01,220,236,447,9
2,16,2023-09-01,9,29,11,27
2,16,2023-10-01,27,162,148,41
2,16,2023-11-01,41,13,6,48
2,16,2023-12-01,48,112,33,127
2,17,2021-01-01,476,96,413,159
2,17,2021-02-01,159,209,174,194
2,17,2021-03-01,194,123,146,171
2,17,2021-04-01,171,2,2,171
2,17,2021-05-01,171,162,14,319
2,17,2021-06-01,319,105,365,59
2,17,2021-07-01,59,111,16,154
2,17,2021-08-01,154,80,159,75
2,17,2021-09-01,75,4,61,18
2,17,2021-10-01,18,286,259,45
2,17,2021-11-01,45,4,7,42
2,17,2021-12-01,42,150,37,155
2,17,2022-01-01,155,25,20,160
2,17,2022-02-01,160,97,167,90
2,17,2022-03-01,90,32,91,31
2,17,2022-04-01,31,275,234,72
2,17,2022-05-01,72,226,103,195
2,17,2022-06-01,195,206,91,310
2,17,2022-07-01,310,1,94,217
2,17,2022-08-01,217,81,235,63
2,17,2022-09-01,63,164,179,48
2,17,2022-10-01,48,133,178,3
2,17,2022-11-01,3,241,176,68
2,17,2022-12-01,68,94,87,75
2,17,2023-01-01,75,202,64,213
2,17,2023-02-01,213,130,101,242
2,17,2023-03-01,242,1,88,155
2,17,2023-04-01,155,286,232,209
2,17,2023-05-01,209,212,395,26
2,17,2023-06-01,26,27,51,2
2,17,2023-07-01,2,290,40,252
2,17,2023-08-01,252,16,194,74
2,17,2023-09-01,74,232,133,173
2,17,2023-10-01,173,278,430,21
2,17,2023-11-01,21,140,159,2
2,17,2023-12-01,2,14,1,15
2,18,2021-01-01,127,82,168,41
2,18,2021-02-01,41,18,21,38
2,18,2021-03-01,38,288,56,270
2,18,2021-04-01,270,38,29,279
2,18,2021-05-01,279,229,167,341
2,18,2021-06-01,341,274,507,108
2,18,2021-07-01,108,183,176,115
2,18,2021-08-01,115,58,82,91
2,18,2021-09-01,91,236,80,247
2,18,2021-10-01,247,298,258,287
2,18,2021-11-01,287,219,32,474
2,18,2021-12-01,474,287,711,50
2,18,2022-01-01,50,36,65,21
2,18,2022-02-01,21,230,66,185
2,18,2022-03-01,185,283,110,358
2,18,2022-04-01,358,49,241,166
2,18,2022-05-01,166,189,13,342
2,18,2022-06-01,342,247,553,36
2,18,2022-07-01,36,75,67,44
2,18,2022-08-01,44,13,56,1
2,18,2022-09-01,1,30,5,26
2,18,2022-10-01,26,52,32,46
2,18,2022-11-01,46,244,6,284
2,18,2022-12-01,284,11,290,5
2,18,2023-01-01,5,81,67,19
2,18,2023-02-01,19,222,104,137
2,18,2023-03-01,137,283,386,34
2,18,2023-04-01,34,252,207,79
2,18,2023-05-01,79,220,249,50
2,18,2023-06-01,50,148,17,181
2,18,2023-07-01,181,155,303,33
2,18,2023-08-01,33,239,15,257
2,18,2023-09-01,257,165,186,236
2,18,2023-10-01,236,19,30,225
2,18,2023-11-01,225,89,171,143
2,18,2023-12-01,143,236,298,81
2,19,2021-01-01,489,140,456,173
2,19,2021-02-01,173,35,81,127
2,19,2021-03-01,127,227,130,224
2,19,2021-04-01,224,291,240,275
2,19,2021-05-01,275,240,482,33
2,19,2021-06-01,33,11,5,39
2,19,2021-07-01,39,62,86,15
2,19,2021-08-01,15,275,62,228
2,19,2021-09-01,228,175,354,49
2,19,2021-10-01,49,42,21,70
2,19,2021-11-01,70,54,23,101
2,19,2021-12-01,101,48,23,126
2,19,2022-01-01,126,221,73,274
2,19,2022-02-01,274,269,118,425
2,19,2022-03-01,425,171,393,203
2,19,2022-04-01,203,235,361,77
2,19,2022-05-01,77,87,141,23
2,19,2022-06-01,23,193,27,189
2,19,2022-07-01,189,18,42,165
2,19,2022-08-01,165,207,102,270
2,19,2022-09-01,270,159,160,269
2,19,2022-10-01,269,95,275,89
2,19,2022-11-01,89,153,106,136
2,19,2022-12-01,136,77,181,32
2,19,2023-01-01,32,292,252,72
2,19,2023-02-01,72,136,129,79
2,19,2023-03-01,79,66,39,106
2,19,2023-04-01,106,255,73,288
2,19,2023-05-01,288,214,203,299
2,19,2023-06-01,299,184,370,113
2,19,2023-07-01,113,218,31,300
2,19,2023-08-01,300,36,36,300
2,19,2023-09-01,300,259,92,467
2,19,2023-10-01,467,178,48,597
2,19,2023-11-01,597,11,195,413
2,19,2023-12-01,413,202,374,241
2,20,2021-01-01,66,141,187,20
2,20,2021-02-01,20,53,44,29
2,20,2021-03-01,29,267,275,21
2,20,2021-04-01,21,191,74,138
2,20,2021-05-01,138,267,17,388
2,20,2021-06-01,388,111,128,371
2,20,2021-07-01,371,55,4,422
2,20,2021-08-01,422,140,327,235
2,20,2021-09-01,235,262,42,455
2,20,2021-10-01,455,0,12,443
2,20,2021-11-01,443,49,139,353
2,20,2021-12-01,353,223,535,41
2,20,2022-01-01,41,201,208,34
2,20,2022-02-01,34,153,7,180
2,20,2022-03-01,180,37,7,210
2,20,2022-04-01,210,213,73,350
2,20,2022-05-01,350,174,501,23
2,20,2022-06-01,23,4,2,25
2,20,2022-07-01,25,214,130,109
2,20,2022-08-01,109,218,213,114
2,20,2022-09-01,114,261,158,217
2,20,2022-10-01,217,218,402,33
2,20,2022-11-01,33,205,102,136
2,20,2022-12-01,136,70,195,11
2,20,2023-01-01,11,241,201,51
2,20,2023-02-01,51,231,82,200
2,20,2023-03-01,200,30,185,45
2,20,2023-04-01,45,8,14,39
2,20,2023-05-01,39,125,39,125
2,20,2023-06-01,125,162,207,80
2,20,2023-07-01,80,91,126,45
2,20,2023-08-01,45,126,151,20
2,20,2023-09-01,20,163,13,170
2,20,2023-10-01,170,146,255,61
2,20,2023-11-01,61,170,3,228
2,20,2023-12-01,228,12,31,209
2,21,2021-01-01,499,166,321,344
2,21,2021-02-01,344,25,181,188
2,21,2021-03-01,188,290,368,110
2,21,2021-04-01,110,75,131,54
2,21,2021-05-01,54,262,107,209
2,21,2021-06-01,209,99,198,110
2,21,2021-07-01,110,284,222,172
2,21,2021-08-01,172,166,15,323
2,21,2021-09-01,323,253,242,334
2,21,2021-10-01,334,220,452,102
2,21,2021-11-01,102,61,110,53
2,21,2021-12-01,53,44,78,19
2,21,2022-01-01,19,294,269,44
2,21,2022-02-01,44,6,41,9
2,21,2022-03-01,9,38,24,23
2,21,2022-04-01,23,297,173,147
2,21,2022-05-01,147,204,213,138
2,21,2022-06-01,138,185,28,295
2,21,2022-07-01,295,157,1,451
2,21,2022-08-01,451,177,249,379
2,21,2022-09-01,379,270,231,418
2,21,2022-10-01,418,131,306,243
2,21,2022-11-01,243,128,297,74
2,21,2022-12-01,74,48,102,20
2,21,2023-01-01,20,33,26,27
2,21,2023-02-01,27,214,85,156
2,21,2023-03-01,156,288,166,278
2,21,2023-04-01,278,74,207,145
2,21,2023-05-01,145,266,289,122
2,21,2023-06-01,122,258,265,115
2,21,2023-07-01,115,135,217,33
2,21,2023-08-01,33,265,77,221
2,21,2023-09-01,221,235,88,368
2,21,2023-10-01,368,159,329,198
2,21,2023-11-01,198,147,114,231
2,21,2023-12-01,231,165,99,297
2,22,2021-01-01,61,25,3,83
2,22,2021-02-01,83,58,7,134
2,22,2021-03-01,134,19,87,66
2,22,2021-04-01,66,179,228,17
2,22,2021-05-01,17,291,22,286
2,22,2021-06-01,286,195,9,472
2,22,2021-07-01,472,241,378,335
2,22,2021-08-01,335,132,411,56
2,22,2021-09-01,56,90,29,117
2,22,2021-10-01,117,93,120,90
2,22,2021-11-01,90,223,92,221
2,22,2021-12-01,221,67,217,71
2,22,2022-01-01,71,281,331,21
2,22,2022-02-01,21,51,44,28
2,22,2022-03-01,28,256,276,8
2,22,2022-04-01,8,62,62,8
2,22,2022-05-01,8,215,29,194
2,22,2022-06-01,194,94,75,213
2,22,2022-07-01,213,288,476,25
2,22,2022-08-01,25,294,176,143
2,22,2022-09-01,143,37,45,135
2,22,2022-10-01,135,134,146,123
2,22,2022-11-01,123,122,174,71
2,22,2022-12-01,71,286,302,55
2,22,2023-01-01,55,188,191,52
2,22,2023-02-01,52,222,10,264
2,22,2023-03-01,264,292,478,78
2,22,2023-04-01,78,85,140,23
2,22,2023-05-01,23,281,270,34
2,22,2023-06-01,34,39,8,65
2,22,2023-07-01,65,25,8,82
2,22,2023-08-01,82,115,180,17
2,22,2023-09-01,17,127,130,14
2,22,2023-10-01,14,153,34,133
2,22,2023-11-01,133,122,183,72
2,22,2023-12-01,72,145,143,74
2,23,2021-01-01,402,16,96,322
2,23,2021-02-01,322,108,398,32
2,23,2021-03-01,32,58,42,48
2,23,2021-04-01,48,35,39,44
2,23,2021-05-01,44,53,83,14
2,23,2021-06-01,14,2,7,9
2,23,2021-07-01,9,228,112,125
2,23,2021-08-01,125,68,71,122
2,23,2021-09-01,122,279,133,268
2,23,2021-10-01,268,206,111,363
2,23,2021-11-01,363,102,383,82
2,23,2021-12-01,82,47,113,16
2,23,2022-01-01,16,213,79,150
2,23,2022-02-01,150,119,137,132
2,23,2022-03-01,132,89,119,102
2,23,2022-04-01,102,243,286,59
2,23,2022-05-01,59,85,140,4
2,23,2022-06-01,4,121,41,84
2,23,2022-07-01,84,285,0,369
2,23,2022-08-01,369,279,115,533
2,23,2022-09-01,533,124,437,220
2,23,2022-10-01,220,158,17,361
2,23,2022-11-01,361,185,213,333
2,23,2022-12-01,333,174,405,102
2,23,2023-01-01,102,188,251,39
2,23,2023-02-01,39,220,226,33
2,23,2023-03-01,33,292,273,52
2,23,2023-04-01,52,163,11,204
2,23,2023-05-01,204,292,134,362
2,23,2023-06-01,362,38,343,57
2,23,2023-07-01,57,285,315,27
2,23,2023-08-01,27,208,165,70
2,23,2023-09-01,70,117,23,164
2,23,2023-10-01,164,208,148,224
2,23,2023-11-01,224,272,398,98
2,23,2023-12-01,98,45,129,14
2,24,2021-01-01,107,167,84,190
2,24,2021-02-01,190,141,34,297
2,24,2021-03-01,297,62,15,344
2,24,2021-04-01,344,66,336,74
2,24,2021-05-01,74,94,123,45
2,24,2021-06-01,45,283,193,135
2,24,2021-07-01,135,269,9,395
2,24,2021-08-01,395,113,457,51
2,24,2021-09-01,51,138,51,138
2,24,2021-10-01,138,294,225,207
2,24,2021-11-01,207,2,55,154
2,24,2021-12-01,154,75,157,72
2,24,2022-01-01,72,295,362,5
2,24,2022-02-01,5,152,40,117
2,24,2022-03-01,117,11,87,41
2,24,2022-04-01,41,58,77,22
2,24,2022-05-01,22,6,14,14
2,24,2022-06-01,14,237,188,63
2,24,2022-07-01,63,81,119,25
2,24,2022-08-01,25,128,10,143
2,24,2022-09-01,143,59,84,118
2,24,2022-10-01,118,294,179,233
2,24,2022-11-01,233,42,49,226
2,24,2022-12-01,226,107,224,109
2,24,2023-01-01,109,5,36,78
2,24,2023-02-01,78,56,81,53
2,24,2023-03-01,53,235,146,142
2,24,2023-04-01,142,144,119,167
2,24,2023-05-01,167,287,303,151
2,24,2023-06-01,151,117,225,43
2,24,2023-07-01,43,154,62,135
2,24,2023-08-01,135,252,88,299
2,24,2023-09-01,299,20,28,291
2,24,2023-10-01,291,295,264,322
2,24,2023-11-01,322,130,413,39
2,24,2023-12-01,39,108,52,95
2,25,2021-01-01,296,142,92,346
2,25,2021-02-01,346,299,285,360
2,25,2021-03-01,360,254,429,185
2,25,2021-04-01,185,71,40,216
2,25,2021-05-01,216,279,353,142
2,25,2021-06-01,142,216,100,258
2,25,2021-07-01,258,3,216,45
2,25,2021-08-01,45,280,260,65
2,25,2021-09-01,65,65,16,114
2,25,2021-10-01,114,268,263,119
2,25,2021-11-01,119,143,28,234
2,25,2021-12-01,234,97,3,328
2,25,2022-01-01,328,36,296,68
2,25,2022-02-01,68,85,124,29
2,25,2022-03-01,29,6,27,8
2,25,2022-04-01,8,140,0,148
2,25,2022-05-01,148,200,124,224
2,25,2022-06-01,224,16,139,101
2,25,2022-07-01,101,96,143,54
2,25,2022-08-01,54,225,32,247
2,25,2022-09-01,247,65,241,71
2,25,2022-10-01,71,278,50,299
2,25,2022-11-01,299,105,312,92
2,25,2022-12-01,92,6,45,53
2,25,2023-01-01,53,261,6,308
2,25,2023-02-01,308,147,377,78
2,25,2023-03-01,78,192,120,150
2,25,2023-04-01,150,46,39,157
2,25,2023-05-01,157,10,41,126
2,25,2023-06-01,126,198,68,256
2,25,2023-07-01,256,33,17,272
2,25,2023-08-01,272,298,514,56
2,25,2023-09-01,56,147,201,2
2,25,2023-10-01,2,258,232,28
2,25,2023-11-01,28,127,72,83
2,25,2023-12-01,83,263,150,196
2,26,2021-01-01,50,166,95,121
2,26,2021-02-01,121,134,80,175
2,26,2021-03-01,175,268,89,354
2,26,2021-04-01,354,168,392,130
2,26,2021-05-01,130,259,49,340
2,26,2021-06-01,340,240,263,317
2,26,2021-07-01,317,266,402,181
2,26,2021-08-01,181,115,84,212
2,26,2021-09-01,212,125,48,289
2,26,2021-10-01,289,135,345,79
2,26,2021-11-01,79,56,78,57
2,26,2021-12-01,57,36,29,64
2,26,2022-01-01,64,223,193,94
2,26,2022-02-01,94,103,27,170
2,26,2022-03-01,170,181,94,257
2,26,2022-04-01,257,89,242,104
2,26,2022-05-01,104,158,3,259
2,26,2022-06-01,259,53,59,253
2,26,2022-07-01,253,132,186,199
2,26,2022-08-01,199,245,20,424
2,26,2022-09-01,424,2,415,11
2,26,2022-10-01,11,245,90,166
2,26,2022-11-01,166,38,111,93
2,26,2022-12-01,93,243,190,146
2,26,2023-01-01,146,5,48,103
2,26,2023-02-01,103,162,101,164
2,26,2023-03-01,164,66,202,28
2,26,2023-04-01,28,13,4,37
2,26,2023-05-01,37,133,149,21
2,26,2023-06-01,21,281,216,86
2,26,2023-07-01,86,62,106,42
2,26,2023-08-01,42,53,35,60
2,26,2023-09-01,60,123,6,177
2,26,2023-10-01,177,19,29,167
2,26,2023-11-01,167,282,174,275
2,26,2023-12-01,275,72,41,306
2,27,2021-01-01,164,130,232,62
2,27,2021-02-01,62,92,73,81
2,27,2021-03-01,81,238,52,267
2,27,2021-04-01,267,62,55,274
2,27,2021-05-01,274,92,357,9
2,27,2021-06-01,9,126,22,113
2,27,2021-07-01,113,250,324,39
2,27,2021-08-01,39,237,122,154
2,27,2021-09-01,154,267,203,218
2,27,2021-10-01,218,230,266,182
2,27,2021-11-01,182,28,189,21
2,27,2021-12-01,21,222,167,76
2,27,2022-01-01,76,161,184,53
2,27,2022-02-01,53,288,330,11
2,27,2022-03-01,11,105,65,51
2,27,2022-04-01,51,250,64,237
2,27,2022-05-01,237,74,17,294
2,27,2022-06-01,294,115,360,49
2,27,2022-07-01,49,97,102,44
2,27,2022-08-01,44,174,200,18
2,27,2022-09-01,18,112,103,27
2,27,2022-10-01,27,0,10,17
2,27,2022-11-01,17,230,61,186
2,27,2022-12-01,186,257,416,27
2,27,2023-01-01,27,255,155,127
2,27,2023-02-01,127,28,28,127
2,27,2023-03-01,127,220,158,189
2,27,2023-04-01,189,234,413,10
2,27,2023-05-01,10,96,34,72
2,27,2023-06-01,72,46,115,3
2,27,2023-07-01,3,154,129,28
2,27,2023-08-01,28,176,136,68
2,27,2023-09-01,68,87,102,53
2,27,2023-10-01,53,74,81,46
2,27,2023-11-01,46,261,302,5
2,27,2023-12-01,5,274,86,193
2,28,2021-01-01,244,78,256,66
2,28,2021-02-01,66,219,193,92
2,28,2021-03-01,92,103,175,20
2,28,2021-04-01,20,97,34,83
2,28,2021-05-01,83,248,280,51
2,28,2021-06-01,51,70,80,41
2,28,2021-07-01,41,297,3,335
2,28,2021-08-01,335,245,86,494
2,28,2021-09-01,494,119,527,86
2,28,2021-10-01,86,181,167,100
2,28,2021-11-01,100,209,42,267
2,28,2021-12-01,267,31,10,288
2,28,2022-01-01,288,163,373,78
2,28,2022-02-01,78,99,92,85
2,28,2022-03-01,85,219,146,158
2,28,2022-04-01,158,236,376,18
2,28,2022-05-01,18,92,64,46
2,28,2022-06-01,46,169,146,69
2,28,2022-07-01,69,185,248,6
2,28,2022-08-01,6,273,215,64
2,28,2022-09-01,64,117,47,134
2,28,2022-10-01,134,174,16,292
2,28,2022-11-01,292,222,117,397
2,28,2022-12-01,397,237,345,289
2,28,2023-01-01,289,74,40,323
2,28,2023-02-01,323,169,346,146
2,28,2023-03-01,146,221,352,15
2,28,2023-04-01,15,126,103,38
2,28,2023-05-01,38,69,51,56
2,28,2023-06-01,56,4,44,16
2,28,2023-07-01,16,278,226,68
2,28,2023-08-01,68,197,58,207
2,28,2023-09-01,207,180,122,265
2,28,2023-10-01,265,22,237,50
2,28,2023-11-01,50,282,238,94
2,28,2023-12-01,94,13,28,79
2,29,2021-01-01,492,110,202,400
2,29,2021-02-01,400,171,399,172
2,29,2021-03-01,172,276,317,131
2,29,2021-04-01,131,71,169,33
2,29,2021-05-01,33,28,2,59
2,29,2021-06-01,59,120,23,156
2,29,2021-07-01,156,281,172,265
2,29,2021-08-01,265,128,67,326
2,29,2021-09-01,326,169,408,87
2,29,2021-10-01,87,167,203,51
2,29,2021-11-01,51,137,174,14
2,29,2021-12-01,14,40,27,27
2,29,2022-01-01,27,32,2,57
2,29,2022-02-01,57,44,9,92
2,29,2022-03-01,92,16,41,67
2,29,2022-04-01,67,33,20,80
2,29,2022-05-01,80,134,88,126
2,29,2022-06-01,126,117,214,29
2,29,2022-07-01,29,213,220,22
2,29,2022-08-01,22,288,249,61
2,29,2022-09-01,61,6,10,57
2,29,2022-10-01,57,234,34,257
2,29,2022-11-01,257,258,398,117
2,29,2022-12-01,117,214,28,303
2,29,2023-01-01,303,64,246,121
2,29,2023-02-01,121,240,59,302
2,29,2023-03-01,302,112,260,154
2,29,2023-04-01,154,236,347,43
2,29,2023-05-01,43,74,38,79
2,29,2023-06-01,79,261,6,334
2,29,2023-07-01,334,10,214,130
2,29,2023-08-01,130,30,40,120
