sale_id,store_id,product_id,customer_id,quantity,price,discount,sale_date,revenue
5171,9,59,C1370,1,227,17.81,2021-03-01 09:02:28,215.64999999999998
5172,10,76,C1487,1,63,15.07,2023-01-17 09:30:07,50.400000000000006
5173,4,85,C1137,1,308,19.95,2021-09-15 15:14:41,246.4
5174,11,11,C1392,1,106,13.03,2021-12-24 06:18:09,90.1
5175,13,9,C1726,1,403,1.12,2023-08-11 11:36:31,403.0
5176,6,30,C570,2,325,13.8,2022-09-15 00:23:38,552.5
5177,7,40,C739,1,471,4.71,2021-08-28 13:10:27,376.8
5178,2,84,C201,2,471,8.04,2021-03-12 21:15:29,753.6
5179,10,95,C1603,3,149,8.0,2021-05-10 14:59:40,379.95
5180,4,79,C743,5,227,1.6,2023-02-12 10:26:44,1135.0
5181,10,86,C983,2,497,6.17,2021-06-08 00:52:10,944.3
5182,13,88,C1363,3,227,8.81,2021-09-18 12:47:39,578.85
5183,13,62,C1282,1,136,15.39,2022-02-21 21:25:29,129.2
5184,12,31,C436,4,250,16.13,2023-10-07 18:41:07,950.0
5185,5,56,C1916,5,401,15.65,2022-12-14 18:38:07,1804.5
5186,9,97,C477,4,306,0.01,2021-08-28 11:18:17,1162.8
5187,6,20,C1570,2,217,18.05,2022-12-02 05:33:37,347.20000000000005
5188,12,87,C521,2,358,2.54,2021-08-23 03:47:56,716.0
5189,2,41,C1513,1,364,18.06,2023-10-05 01:35:30,327.6
5190,9,8,C1873,5,364,0.39,2023-09-28 14:47:32,1729.0
5191,6,53,C529,3,149,13.25,2022-06-05 19:02:53,357.6
5192,11,10,C1941,5,384,11.69,2023-07-09 09:02:55,1824.0
5193,7,49,C1043,2,396,6.37,2023-05-10 01:46:59,633.6
5194,8,41,C120,4,475,7.68,2022-05-15 07:30:59,1615.0
5195,4,17,C1336,4,63,5.86,2023-06-02 01:19:46,214.2
5196,6,33,C705,4,426,13.55,2022-05-10 10:49:57,1618.8
5197,1,46,C403,2,119,4.75,2021-07-19 21:23:50,238.0
5198,12,53,C131,4,391,1.9,2021-10-09 18:48:07,1329.3999999999999
5199,14,6,C1686,4,122,7.99,2022-01-14 09:31:08,439.2
5200,12,9,C703,3,300,13.75,2022-05-30 02:39:24,900.0
5201,15,1,C686,4,259,5.87,2021-09-23 22:23:58,880.6
5202,14,16,C1902,3,497,3.28,2023-03-04 04:54:59,1416.45
5203,8,24,C670,4,31,10.85,2021-07-03 05:28:26,99.2
5204,8,83,C989,5,187,10.5,2023-08-08 15:04:49,794.75
5205,10,34,C1791,3,39,12.46,2022-06-09 08:59:18,99.45
5206,12,35,C1397,2,422,18.15,2023-06-07 14:06:45,844.0
5207,1,12,C967,3,122,13.85,2021-07-21 02:52:35,347.7
5208,2,51,C216,3,299,15.71,2022-01-09 16:23:20,897.0
5209,2,43,C516,5,450,8.96,2021-08-17 15:59:42,2025.0
5210,14,11,C1834,5,187,7.07,2023-02-11 10:06:29,794.75
5211,5,28,C312,1,31,13.4,2022-11-24 13:35:00,29.45
5212,2,36,C321,3,180,13.82,2022-07-25 03:54:01,513.0
5213,5,27,C1683,5,180,0.12,2021-03-03 19:36:40,810.0
5214,1,55,C1984,4,426,15.93,2023-03-29 00:41:21,1618.8
5215,3,27,C1804,1,50,1.63,2023-06-29 20:43:09,47.5
5216,12,48,C1244,4,216,7.95,2022-05-24 03:43:10,864.0
5217,2,96,C1415,3,74,9.76,2023-02-18 04:48:29,188.7
5218,5,76,C1680,1,136,13.4,2023-05-07 09:43:42,129.2
5219,3,30,C74,4,158,15.18,2022-05-20 21:39:13,632.0
5220,2,9,C1284,5,50,4.29,2023-09-23 12:17:16,225.0
5221,9,24,C144,4,119,15.81,2023-10-11 17:01:04,476.0
5222,7,46,C1334,2,364,16.4,2023-04-28 23:56:24,655.2
5223,10,34,C536,2,194,10.95,2022-09-30 08:28:38,329.8
5224,7,27,C802,4,157,3.43,2021-08-18 12:15:15,596.6
5225,8,50,C1889,5,272,12.78,2021-06-26 21:41:09,1088.0
5226,6,82,C549,3,401,19.81,2022-04-30 23:01:03,1142.85
5227,15,37,C171,2,159,4.33,2023-11-12 14:51:03,302.09999999999997
5228,12,45,C526,4,384,15.56,2021-07-29 17:50:26,1305.6
5229,5,19,C1457,5,55,14.61,2022-07-21 07:16:27,275.0
5230,1,39,C1914,3,435,2.2,2021-07-21 18:53:45,1174.5
5231,5,11,C919,4,397,9.21,2023-02-14 01:59:16,1429.2
5232,9,29,C969,5,384,19.99,2023-08-01 11:38:13,1728.0
5233,13,27,C411,4,450,19.3,2023-05-18 00:17:37,1530.0
5234,4,49,C475,1,116,1.54,2021-06-08 21:09:00,110.19999999999999
5235,5,65,C346,1,422,16.76,2022-12-07 19:57:50,337.6
5236,9,24,C203,3,392,8.88,2022-07-17 17:59:56,1176.0
5237,4,16,C1913,4,322,12.42,2023-05-29 01:15:36,1094.8
5238,10,90,C1827,4,356,10.48,2022-07-03 18:46:07,1281.6000000000001
5239,7,68,C755,5,286,4.95,2021-01-05 03:58:08,1144.0
5240,5,10,C1040,2,152,13.42,2021-05-10 08:41:38,273.6
5241,12,49,C269,2,192,3.54,2022-09-11 19:56:36,364.79999999999995
5242,5,87,C1356,5,72,13.5,2023-03-11 15:30:41,360.0
5243,5,2,C1630,2,149,15.96,2021-08-22 18:45:14,253.29999999999998
5244,7,59,C1391,1,163,17.76,2022-03-06 00:38:27,163.0
5245,4,77,C31,1,149,17.54,2022-03-19 00:05:43,126.64999999999999
5246,14,26,C1751,5,471,17.38,2021-07-14 02:29:45,1884.0
5247,14,39,C145,5,180,3.3,2022-08-05 08:01:04,720.0
5248,4,8,C1601,5,136,11.59,2022-02-04 02:00:51,578.0
5249,4,66,C401,3,227,10.36,2021-10-10 19:39:20,578.85
5250,13,21,C29,1,21,17.92,2021-05-04 21:45:11,19.95
5251,2,24,C1034,5,308,10.93,2022-04-08 17:03:15,1309.0
5252,14,99,C245,3,391,11.21,2022-04-07 19:06:42,1173.0
5253,1,17,C340,2,159,18.78,2021-04-01 18:42:16,270.3
5254,10,81,C121,4,57,15.25,2022-09-11 13:55:48,205.20000000000002
5255,1,85,C667,5,422,0.63,2021-09-03 14:53:14,1688.0
5256,5,89,C1499,1,450,6.01,2023-06-10 07:27:25,450.0
5257,12,40,C57,4,57,7.7,2022-01-17 08:51:33,228.0
5258,2,86,C1854,2,259,15.76,2021-06-28 21:45:03,492.09999999999997
5259,1,49,C1340,3,149,0.33,2021-01-26 07:13:10,424.65
5260,3,80,C1424,5,187,8.07,2021-05-22 05:18:31,794.75
5261,2,90,C95,2,63,14.83,2022-09-14 11:28:14,113.4
5262,7,44,C1416,4,253,16.69,2023-04-25 19:31:45,961.4
5263,14,93,C858,5,245,16.9,2023-06-03 08:14:22,1041.25
5264,9,100,C446,3,217,5.78,2021-08-15 19:44:23,651.0
5265,10,73,C1338,1,369,12.05,2021-10-13 03:57:02,350.55
5266,6,54,C1306,1,192,2.4,2021-10-05 07:59:15,192.0
5267,8,90,C411,1,286,11.09,2023-11-05 21:40:17,271.7
5268,6,9,C769,3,497,17.33,2023-03-05 00:39:42,1267.35
5269,4,31,C43,2,176,2.38,2023-07-20 17:14:33,334.4
5270,14,28,C1873,2,119,7.87,2021-04-08 13:13:15,226.1
5271,6,16,C599,4,120,7.58,2023-10-10 13:00:20,480.0
5272,14,64,C630,4,392,4.18,2023-11-14 04:59:37,1254.4
5273,12,3,C1144,3,493,5.13,2023-10-02 11:46:49,1183.2
5274,10,1,C1296,3,364,3.32,2022-01-07 21:49:23,1037.3999999999999
5275,3,13,C850,4,39,6.62,2023-04-01 01:11:45,140.4
5276,8,76,C118,1,163,4.8,2021-12-03 09:28:21,163.0
5277,15,89,C1130,2,194,16.6,2022-10-02 22:59:34,388.0
5278,2,48,C1534,4,300,4.98,2021-07-24 21:02:52,1080.0
5279,7,7,C1025,2,63,2.4,2022-03-08 16:46:15,126.0
5280,2,32,C1416,4,461,5.35,2022-08-16 23:06:43,1844.0
5281,4,85,C114,4,477,6.15,2021-07-11 23:33:14,1621.8
5282,10,25,C231,1,384,7.17,2021-06-16 03:01:54,384.0
5283,9,9,C1447,2,116,14.64,2021-09-07 22:21:27,185.60000000000002
5284,7,63,C38,2,422,0.16,2023-06-03 21:49:16,717.4
5285,10,65,C238,3,396,14.7,2023-05-05 22:28:19,1128.6
5286,11,82,C245,5,39,16.06,2023-10-08 23:49:33,185.25
5287,15,34,C1528,4,250,5.97,2022-11-20 13:17:49,1000.0
5288,7,74,C562,4,318,13.21,2023-05-17 08:15:47,1272.0
5289,1,6,C837,2,153,17.45,2021-07-30 09:44:41,306.0
5290,5,93,C1356,2,31,13.98,2022-12-07 01:15:35,49.6
5291,5,2,C1130,4,471,18.6,2023-10-03 00:40:24,1695.6000000000001
5292,7,98,C576,3,272,16.5,2023-06-21 11:10:24,652.8000000000001
5293,6,81,C1388,1,152,1.08,2021-01-03 19:23:52,144.4
5294,15,10,C574,4,22,9.48,2023-07-06 11:50:48,88.0
5295,4,36,C1747,3,152,8.48,2021-05-25 05:25:15,433.2
5296,5,26,C221,3,109,12.0,2022-07-13 08:07:10,327.0
5297,10,50,C1150,2,190,17.75,2021-06-07 05:32:27,361.0
5298,11,77,C1768,2,50,3.91,2023-01-17 22:12:06,100.0
5299,1,80,C1606,5,300,17.27,2023-08-30 02:01:16,1350.0
5300,7,84,C1662,4,364,1.79,2022-06-04 21:03:47,1383.2
5301,6,70,C1625,5,299,7.3,2023-10-25 01:04:58,1270.75
5302,15,29,C474,5,300,13.02,2021-10-29 20:49:39,1425.0
5303,4,60,C411,1,149,14.07,2021-07-27 03:51:57,119.2
5304,8,72,C1462,1,119,8.59,2021-12-18 17:54:41,95.2
5305,10,90,C69,3,475,5.66,2023-08-25 22:35:57,1425.0
5306,5,33,C838,4,461,3.42,2021-10-03 00:38:12,1844.0
5307,9,26,C1763,2,116,14.31,2021-11-19 07:19:31,197.2
5308,4,99,C1724,1,55,4.69,2022-09-13 03:53:21,44.0
5309,2,35,C488,1,62,15.52,2021-12-18 01:59:31,55.800000000000004
5310,4,55,C1745,3,299,6.93,2022-03-31 04:32:48,762.4499999999999
5311,6,73,C986,5,119,14.2,2022-04-28 10:19:50,595.0
5312,12,7,C1877,1,119,6.98,2022-08-06 19:36:25,113.05
5313,4,75,C1827,5,138,2.88,2023-05-22 11:31:40,655.5
5314,3,15,C654,1,358,18.65,2021-09-22 14:49:29,358.0
5315,10,29,C11,4,392,5.28,2021-11-24 16:14:50,1254.4
5316,12,9,C262,4,477,4.56,2022-08-12 15:43:14,1717.2
5317,6,22,C1878,1,344,13.1,2021-01-19 14:59:06,275.2
5318,4,96,C1183,5,187,3.16,2022-11-16 14:57:04,888.25
5319,5,46,C1287,3,305,7.49,2022-07-16 04:20:36,823.5
5320,8,29,C1352,4,475,6.1,2023-05-07 11:17:30,1710.0
5321,1,75,C1716,4,159,9.35,2021-03-30 01:56:07,508.8
5322,4,15,C211,4,159,9.34,2021-11-25 09:50:30,572.4
5323,9,35,C780,1,149,19.76,2022-07-06 21:00:23,119.2
5324,4,1,C1489,2,344,11.26,2022-01-27 05:29:04,584.8
5325,7,62,C1154,1,259,8.67,2023-07-27 03:50:39,220.15
5326,13,13,C1854,5,176,1.02,2023-07-13 04:18:20,836.0
5327,9,86,C1826,3,259,11.22,2021-06-24 19:02:31,777.0
5328,14,27,C1803,2,364,3.39,2021-10-04 12:43:42,691.6
5329,9,13,C832,5,72,12.17,2022-03-08 23:08:44,324.0
5330,13,65,C25,4,119,2.98,2023-08-12 12:08:03,404.59999999999997
5331,5,33,C1818,4,250,5.92,2022-01-28 04:08:18,900.0
5332,3,37,C722,5,435,1.69,2023-08-08 10:03:17,2175.0
5333,14,16,C1973,5,31,16.11,2022-12-20 18:21:22,131.75
5334,9,47,C304,5,192,12.43,2022-08-27 06:13:19,768.0
5335,6,68,C1981,1,62,7.07,2022-09-20 17:12:10,55.800000000000004
5336,13,68,C1819,3,369,10.66,2022-08-06 22:49:45,885.6
5337,9,81,C51,5,39,7.78,2021-05-18 17:30:59,156.0
5338,2,34,C1466,4,194,2.67,2022-04-21 02:21:54,737.1999999999999
5339,14,84,C538,2,305,19.32,2023-04-23 03:45:32,488.0
5340,10,90,C705,1,406,18.96,2023-07-27 18:32:10,406.0
5341,5,55,C181,4,149,15.97,2023-08-06 00:25:33,476.8
5342,12,56,C1269,3,306,8.0,2023-03-26 16:53:31,918.0
5343,7,55,C556,1,437,1.86,2022-07-13 11:08:20,371.45
5344,3,3,C853,2,21,12.89,2023-09-11 09:30:58,42.0
5345,7,1,C1545,5,39,11.56,2021-10-15 04:05:24,195.0
5346,13,45,C418,5,163,10.03,2023-09-11 13:44:16,774.25
5347,1,19,C737,3,250,12.35,2023-07-06 07:54:36,712.5
5348,10,74,C393,4,369,5.94,2022-12-08 16:58:38,1476.0
5349,6,3,C774,2,116,12.17,2022-01-04 15:17:58,232.0
5350,3,56,C853,3,466,0.91,2022-12-04 01:09:33,1328.1
5351,13,71,C392,1,60,14.74,2023-09-22 00:22:58,51.0
5352,4,21,C1534,4,176,9.13,2023-02-08 02:56:55,668.8
5353,1,27,C266,1,409,2.07,2023-01-18 15:02:45,388.54999999999995
5354,2,41,C1540,1,149,5.34,2021-07-31 23:12:07,141.54999999999998
5355,9,88,C1846,3,299,6.81,2021-09-26 19:35:07,717.6
5356,7,43,C1621,4,216,0.46,2022-03-05 23:28:51,734.4
5357,13,6,C798,2,163,0.84,2022-04-13 10:20:25,260.8
5358,1,42,C824,2,57,17.46,2021-07-01 16:33:22,108.3
5359,9,74,C1456,3,222,14.06,2023-07-15 03:09:37,532.8000000000001
5360,1,7,C970,1,57,11.13,2023-01-20 21:41:51,45.6
5361,15,94,C433,3,187,5.62,2022-09-06 20:13:50,476.84999999999997
5362,15,38,C132,4,136,19.33,2023-10-20 08:28:19,489.6
5363,13,45,C1543,1,450,9.23,2022-09-09 20:05:11,450.0
5364,3,91,C964,5,388,12.5,2022-11-18 07:02:08,1649.0
5365,3,10,C999,1,384,19.89,2023-11-11 08:07:20,364.79999999999995
5366,3,65,C1711,4,322,2.15,2021-02-11 19:11:59,1094.8
5367,9,14,C663,4,57,12.25,2022-11-27 13:45:15,228.0
5368,7,57,C1059,4,300,18.79,2021-05-26 07:19:07,1020.0
5369,4,40,C13,3,180,14.25,2021-08-30 08:14:56,513.0
5370,14,42,C1495,3,325,13.53,2021-06-08 05:28:01,877.5
5371,12,76,C1051,3,164,0.95,2023-09-20 19:26:44,418.2
5372,3,11,C615,3,152,6.22,2021-05-24 06:13:36,387.59999999999997
5373,12,43,C847,2,437,12.87,2023-05-07 23:43:05,742.9
5374,6,54,C526,1,39,15.55,2023-02-28 08:05:14,37.05
5375,15,8,C1293,4,300,5.34,2022-12-03 15:10:29,1020.0
5376,14,95,C1596,5,353,16.95,2023-10-08 23:24:24,1765.0
5377,6,99,C1522,5,466,0.22,2021-12-05 20:50:14,2330.0
5378,9,6,C561,1,227,0.62,2023-03-04 20:08:25,192.95
5379,7,3,C920,5,119,5.14,2022-05-27 12:06:33,505.75
5380,11,53,C1539,4,163,18.34,2023-01-05 17:47:33,554.1999999999999
5381,3,78,C356,4,358,10.78,2021-05-15 03:33:14,1145.6000000000001
5382,5,62,C755,5,493,3.18,2023-08-07 04:48:20,2465.0
5383,7,71,C209,2,369,6.46,2022-07-30 14:37:20,627.3
5384,10,81,C261,3,74,13.6,2023-09-09 04:54:48,222.0
5385,10,72,C779,2,109,15.33,2022-03-21 03:17:18,185.29999999999998
5386,10,3,C1743,5,461,19.19,2021-01-23 04:02:38,2305.0
5387,2,94,C353,4,250,16.31,2023-02-06 05:27:50,950.0
5388,7,43,C1660,5,337,12.6,2022-06-30 04:30:30,1432.25
5389,14,30,C1048,4,403,1.33,2023-02-07 19:36:45,1531.3999999999999
5390,4,5,C1471,4,471,15.98,2023-06-03 18:45:51,1507.2
5391,10,54,C1827,5,403,12.49,2023-07-31 07:40:07,1813.5
5392,13,94,C1936,3,74,0.5,2023-01-16 04:13:49,210.89999999999998
5393,4,69,C1452,2,250,11.64,2023-01-31 19:01:05,400.0
5394,7,25,C1090,2,406,7.1,2023-10-17 22:24:40,690.1999999999999
5395,9,18,C1420,1,401,1.52,2021-05-14 01:49:00,360.90000000000003
5396,12,95,C562,1,63,13.78,2021-05-09 08:48:21,56.7
5397,4,28,C921,5,401,10.19,2022-01-09 08:31:17,1904.75
5398,2,62,C248,2,422,5.96,2022-12-18 15:17:03,759.6
5399,1,84,C48,5,159,11.63,2023-10-09 16:02:23,675.75
5400,14,37,C1068,5,299,10.14,2021-05-20 21:03:15,1495.0
5401,10,94,C559,5,227,15.43,2021-10-01 18:26:13,908.0
5402,13,37,C1407,1,152,16.98,2023-11-14 19:05:48,129.2
5403,8,81,C1303,1,39,3.62,2023-10-01 14:56:43,33.15
5404,8,41,C560,1,310,7.02,2023-07-28 21:48:07,279.0
5405,13,34,C893,4,286,12.59,2023-03-26 03:02:01,1144.0
5406,12,7,C1178,4,109,2.66,2022-12-22 04:29:39,348.8
5407,10,33,C923,4,122,12.93,2022-07-21 15:10:04,488.0
5408,12,14,C1718,2,335,11.49,2023-10-09 21:31:51,603.0
5409,3,89,C120,1,217,16.26,2021-12-09 15:56:58,173.60000000000002
5410,13,63,C913,2,308,5.9,2023-05-23 02:11:58,554.4
5411,12,45,C1707,1,426,3.04,2023-10-11 12:27:39,340.8
5412,15,92,C535,2,384,6.49,2023-11-05 19:43:04,652.8
5413,6,88,C1971,4,335,15.49,2023-10-24 13:39:42,1273.0
5414,12,85,C290,3,487,12.65,2022-05-03 04:44:08,1387.95
5415,10,72,C259,4,227,1.69,2022-12-05 05:40:14,817.2
5416,11,77,C1181,1,250,5.47,2023-07-22 02:26:25,237.5
5417,15,74,C102,2,391,4.15,2022-04-24 03:50:57,782.0
5418,15,82,C402,3,391,13.51,2023-07-18 13:24:56,1114.35
5419,13,12,C1375,3,497,16.85,2021-03-27 01:49:49,1192.8
5420,4,15,C1058,3,253,5.94,2022-12-12 04:14:44,683.1
5421,9,6,C33,2,344,3.07,2023-01-24 03:35:07,584.8
5422,12,77,C95,3,318,0.03,2021-05-13 16:51:41,810.9
5423,7,62,C1858,2,159,15.45,2021-12-11 05:14:06,318.0
5424,5,43,C146,2,471,2.77,2023-05-17 19:01:52,800.6999999999999
5425,15,37,C1837,5,396,9.22,2021-06-29 02:22:07,1782.0
5426,11,2,C1687,1,163,13.44,2023-08-25 04:45:51,163.0
5427,7,4,C35,5,31,11.71,2022-07-18 10:50:42,147.25
5428,13,78,C555,3,401,17.06,2021-01-22 04:43:33,962.4000000000001
5429,2,53,C1515,1,388,12.45,2022-02-28 02:17:53,310.40000000000003
5430,5,79,C1902,1,286,10.68,2022-05-24 00:33:58,271.7
5431,13,80,C648,2,403,3.02,2023-08-05 23:23:22,806.0
5432,1,60,C392,3,116,6.7,2023-01-09 17:54:22,330.59999999999997
5433,3,46,C1290,4,31,2.18,2022-04-17 04:11:33,117.8
5434,5,94,C1138,3,240,8.72,2021-06-28 04:01:29,684.0
5435,3,16,C683,2,153,16.57,2021-07-10 14:23:07,306.0
5436,6,62,C1903,2,471,2.72,2022-08-27 01:12:46,753.6
5437,8,22,C715,2,39,18.29,2023-01-12 23:30:01,62.400000000000006
5438,5,26,C466,2,461,18.1,2023-05-24 08:24:00,829.8000000000001
5439,10,57,C1552,1,106,11.41,2023-02-05 09:42:10,90.1
5440,10,77,C1901,1,466,0.4,2022-09-21 12:56:38,372.8
5441,2,94,C301,3,63,17.46,2023-07-31 05:31:37,170.1
5442,8,71,C904,5,364,12.99,2022-03-21 15:30:22,1456.0
5443,15,94,C1435,5,120,11.81,2022-05-05 17:30:10,600.0
5444,13,95,C333,2,187,16.55,2021-03-07 16:13:55,317.9
5445,7,94,C1914,3,245,13.8,2021-10-26 11:17:50,624.75
5446,7,89,C1632,2,299,18.08,2022-01-23 09:55:01,478.40000000000003
5447,15,23,C1783,4,31,13.64,2023-07-10 04:41:42,117.8
5448,12,84,C1832,3,369,10.35,2022-07-07 20:56:10,885.6
5449,3,32,C1193,5,391,9.4,2021-07-12 08:48:28,1759.5
5450,8,9,C158,3,391,13.32,2022-03-05 20:46:05,1114.35
5451,4,38,C1687,3,39,11.33,2023-01-11 20:59:45,99.45
5452,11,94,C1615,1,384,6.04,2023-02-03 03:06:18,326.4
5453,7,43,C1585,4,119,1.53,2023-11-01 03:53:01,452.2
5454,8,47,C830,3,55,5.12,2022-08-13 01:54:17,140.25
5455,8,22,C789,1,245,5.8,2023-08-25 13:58:08,220.5
5456,10,84,C1424,4,253,18.29,2022-04-16 19:09:00,1012.0
5457,11,61,C940,4,157,15.86,2022-02-16 16:29:05,565.2
5458,1,15,C1595,4,409,8.92,2023-11-01 13:25:40,1308.8000000000002
5459,4,51,C6,5,176,1.35,2021-03-03 11:38:20,792.0
5460,14,13,C928,3,119,13.53,2023-02-26 07:34:09,357.0
5461,6,49,C21,5,471,6.69,2021-04-25 21:56:41,1884.0
5462,12,27,C1115,1,109,2.45,2023-05-13 23:28:01,92.64999999999999
5463,7,66,C349,3,149,19.86,2022-03-07 14:38:41,379.95
5464,9,49,C36,1,153,6.06,2021-06-21 22:57:01,122.4
5465,14,19,C1350,2,122,19.07,2021-04-03 00:13:52,195.20000000000002
5466,13,18,C1149,1,159,0.46,2021-01-03 15:00:10,127.2
5467,7,41,C1881,4,159,11.42,2023-10-12 07:33:09,604.1999999999999
5468,5,89,C124,5,461,12.07,2023-07-11 08:31:31,1844.0
5469,11,39,C636,2,391,15.65,2021-02-14 19:34:54,782.0
5470,8,52,C500,2,157,0.59,2021-10-29 13:17:39,314.0
5471,5,100,C1220,2,306,5.52,2021-11-19 20:28:35,550.8000000000001
5472,1,93,C250,2,192,2.61,2023-06-15 23:57:21,384.0
5473,3,35,C1293,5,38,19.52,2022-06-27 10:36:46,152.0
5474,15,93,C232,2,180,12.75,2022-07-22 01:43:52,342.0
5475,11,68,C1296,3,122,3.27,2023-10-21 03:15:34,329.40000000000003
5476,4,27,C570,1,245,4.64,2023-05-24 05:55:35,196.0
5477,3,28,C1999,4,31,18.04,2021-02-28 06:46:03,99.2
5478,2,28,C938,1,384,2.78,2023-07-23 01:41:26,307.20000000000005
5479,1,18,C1118,3,74,15.48,2022-12-10 20:13:26,199.8
5480,15,46,C776,4,497,7.51,2023-06-12 23:24:02,1988.0
5481,4,19,C654,1,396,10.3,2022-10-06 00:23:57,376.2
5482,5,46,C329,5,497,8.74,2021-09-10 23:30:54,2236.5
5483,15,14,C78,4,358,8.2,2022-01-28 20:13:27,1432.0
5484,2,90,C1364,1,38,5.91,2022-12-28 20:28:36,32.3
5485,7,39,C284,3,337,5.38,2023-08-20 22:26:19,909.9
5486,5,76,C883,2,116,2.45,2021-12-02 22:50:06,185.60000000000002
5487,3,72,C1733,2,493,3.52,2021-01-09 18:29:45,838.1
5488,13,42,C1414,2,435,12.82,2023-06-08 17:19:09,870.0
5489,5,96,C997,1,426,11.35,2022-09-15 03:38:17,404.7
5490,7,69,C724,5,50,17.66,2023-07-21 21:34:37,212.5
5491,5,78,C704,2,325,16.78,2023-10-18 08:24:50,585.0
5492,11,99,C1493,3,216,14.65,2023-01-07 06:25:46,583.2
5493,7,11,C1891,3,164,3.56,2022-10-14 13:01:40,442.8
5494,2,94,C645,1,21,3.67,2023-09-21 07:24:18,18.900000000000002
5495,9,58,C277,2,450,13.83,2021-12-13 11:08:26,900.0
5496,14,53,C989,5,477,8.85,2022-07-28 21:33:15,2146.5
5497,6,99,C660,5,217,2.62,2023-07-21 17:42:56,1030.75
5498,15,29,C971,2,62,2.25,2023-10-23 10:59:28,117.8
5499,6,31,C527,4,55,10.19,2021-05-21 09:42:06,176.0
5500,9,68,C332,4,353,1.17,2021-05-02 11:04:54,1270.8
5501,4,44,C286,2,74,5.12,2022-06-06 06:51:22,118.4
5502,10,97,C160,4,406,4.71,2022-10-02 03:43:35,1461.6000000000001
5503,8,33,C1221,5,149,7.02,2021-05-21 00:26:56,633.25
5504,3,22,C1272,2,62,11.18,2023-10-20 14:08:17,111.60000000000001
5505,6,28,C61,3,384,4.02,2023-07-06 06:47:37,1036.8
5506,2,42,C352,1,152,16.16,2023-03-09 03:19:09,129.2
5507,1,20,C1499,1,396,17.35,2023-06-30 17:00:56,396.0
5508,1,23,C736,2,217,7.36,2022-04-06 03:20:08,412.29999999999995
5509,10,31,C625,4,477,3.39,2022-05-11 11:42:57,1621.8
5510,4,28,C965,5,240,16.89,2023-07-29 02:58:54,1080.0
5511,14,47,C1542,4,227,11.59,2022-02-05 06:48:13,726.4000000000001
5512,4,92,C858,2,74,0.27,2022-08-28 06:21:19,133.20000000000002
5513,14,17,C1123,1,337,4.47,2021-12-03 12:00:19,303.3
5514,9,38,C1236,2,153,15.05,2022-07-27 09:07:32,275.40000000000003
5515,2,61,C1154,5,344,1.63,2021-05-10 22:41:03,1462.0
5516,4,40,C1121,2,435,14.62,2021-01-12 23:32:14,826.5
5517,7,30,C1205,2,397,11.83,2023-06-07 20:38:14,714.6
5518,7,96,C73,3,299,5.6,2022-04-25 09:02:36,762.4499999999999
5519,8,17,C185,5,325,18.25,2021-02-23 22:36:20,1300.0
5520,1,6,C1953,4,149,5.31,2021-04-09 03:16:37,506.59999999999997
5521,12,37,C1581,4,493,6.61,2023-09-12 07:49:12,1676.2
5522,8,41,C1604,4,39,14.44,2023-11-11 20:23:42,148.2
5523,4,33,C1820,3,450,2.29,2022-05-29 18:54:06,1147.5
5524,3,65,C656,3,308,7.81,2023-10-07 08:04:28,877.8
5525,1,36,C793,4,299,19.52,2023-04-04 09:31:59,1136.2
5526,9,33,C1846,2,322,9.16,2022-08-14 19:41:25,515.2
5527,10,25,C930,4,50,16.6,2021-08-28 10:45:03,170.0
5528,12,70,C563,4,240,1.37,2021-01-23 14:42:33,912.0
5529,10,5,C441,5,369,16.46,2022-09-15 15:20:05,1845.0
5530,2,33,C587,3,384,8.4,2021-06-16 21:10:53,921.6
5531,7,12,C155,5,50,19.35,2022-04-03 11:04:05,237.5
5532,11,95,C1121,2,22,14.77,2022-07-30 06:53:42,35.2
5533,15,75,C59,4,187,12.36,2022-09-23 11:51:44,635.8
5534,2,20,C619,1,194,6.19,2022-03-11 14:28:32,174.6
5535,15,12,C1116,4,106,13.3,2021-11-05 15:30:43,424.0
5536,7,43,C1383,5,138,3.37,2022-11-09 10:12:06,552.0
5537,13,59,C660,3,116,6.7,2023-11-02 23:23:17,330.59999999999997
5538,1,3,C1569,5,245,11.77,2021-12-14 05:37:53,980.0
5539,3,19,C1389,1,450,14.8,2021-12-15 12:51:36,360.0
5540,12,90,C218,2,426,18.79,2022-02-08 22:45:31,852.0
5541,14,82,C676,4,461,5.06,2021-10-12 09:31:47,1475.2
5542,3,84,C1834,5,403,10.24,2022-05-02 18:05:19,1612.0
5543,1,15,C696,1,325,11.75,2022-10-30 10:59:37,292.5
5544,14,13,C1536,1,57,16.91,2022-06-10 14:29:26,48.449999999999996
5545,9,58,C1136,4,487,11.13,2022-02-10 04:13:31,1655.8
5546,4,55,C546,1,437,14.54,2023-09-24 23:54:31,437.0
5547,8,23,C896,2,176,18.58,2021-04-25 08:57:08,281.6
5548,4,93,C216,1,305,4.5,2021-11-21 13:42:03,259.25
5549,13,97,C1838,5,461,17.17,2021-02-07 20:17:01,1959.25
5550,14,61,C1686,1,152,0.3,2022-09-14 05:07:47,144.4
5551,1,64,C1648,5,176,5.75,2022-07-18 07:39:14,704.0
5552,4,65,C1387,4,240,8.72,2021-05-20 14:27:24,816.0
5553,5,15,C1924,2,152,6.0,2023-08-09 02:51:45,243.20000000000002
